 Time (m),16%,8%,4%,2%
0,0,0,0,0
5,0.03515,0.00505,0.0015,0.00057
10,0.0757,0.01755,0.0035,0.00114
17,0.11305,0.042,0.0065,0.00228
24,0.15285,0.06765,0.0105,0.00342
31,0.18555,0.0971,0.0165,0.00456
38,0.22035,0.13035,0.0235,0.0057
45,0.2517,0.16525,0.0315,0.00741
52,0.2807,0.19535,0.042,0.00912
60,0.3087,0.22935,0.054,0.01162
