 Time (m),16%,8%,4%,2%
0,0,0,0,0
2,0.17945,0.05195,0.00295,0.001
5,0.3139,0.1204,0.0064,0.002
8,0.40195,0.18345,0.01095,0.0025
13,0.50885,0.26335,0.02335,0.0035
19,0.58835,0.34785,0.05085,0.005
25,0.64525,0.41075,0.06675,0.0065
31,0.68415,0.46265,0.08215,0.008
38,0.71855,0.52205,0.10605,0.01
45,0.748,0.577,0.1265,0.0125
52,0.7764,0.6104,0.1484,0.015
60,0.7949,0.6454,0.1719,0.018
