 Time (m),16%,8%,4%,2%
0,0,0,0,0
2,0.293,0.0785,0.005,0.001
5,0.449,0.185,0.0185,0.002
8,0.5225,0.2655,0.0355,0.003
13,0.631,0.3685,0.067,0.004
19,0.6985,0.455,0.103,0.0055
25,0.7425,0.5275,0.1365,0.007
31,0.777,0.582,0.1685,0.0085
38,0.8045,0.6335,0.206,0.011
45,0.8275,0.684,0.2365,0.0135
52,0.845,0.7175,0.264,0.016
60,0.864,0.747,0.293,0.019
